Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),Event Date (Start),Event Date (End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Seminar,799,3,09:00 - 17:00,2025-01-04,2025-01-06,"18-25, Indore, Tech","70%, Negative"
Conference,509,3,09:00 - 17:00,2024-10-11,2024-10-13,"30-60, Bangalore, Education","80%, Negative"
Seminar,249,2,12:00 - 22:00,2024-12-13,2024-12-14,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,1195,3,09:00 - 17:00,2025-01-10,2025-01-12,"30-60, Bangalore, Education","70%, Negative"
Seminar,1199,3,10:00 - 18:00,2024-10-19,2024-10-21,"18-25, Indore, Tech","95%, Positive"
Festival,1827,4,12:00 - 22:00,2024-10-25,2024-10-28,"30-60, Bangalore, Education","95%, Positive"
Festival,4614,1,14:00 - 20:00,2024-11-18,2024-11-18,"30-60, Bangalore, Education","85%, Positive"
Trade Show,2959,3,12:00 - 22:00,2025-01-21,2025-01-23,"25-50, Delhi, Business","95%, Positive"
Seminar,528,2,09:00 - 17:00,2024-11-25,2024-11-26,"30-60, Bangalore, Education","75%, Neutral"
Festival,5751,4,14:00 - 20:00,2024-12-07,2024-12-10,"18-25, Indore, Tech","70%, Negative"
Trade Show,814,2,14:00 - 20:00,2024-10-28,2024-10-29,"18-25, Indore, Tech","95%, Positive"
Conference,366,2,09:00 - 17:00,2025-01-20,2025-01-21,"18-25, Indore, Tech","70%, Negative"
Festival,5851,4,09:00 - 17:00,2025-01-26,2025-01-29,"25-50, Delhi, Business","95%, Positive"
Conference,1494,2,09:00 - 17:00,2024-11-06,2024-11-07,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,969,3,09:00 - 17:00,2025-01-25,2025-01-27,"30-60, Bangalore, Education","80%, Negative"
Trade Show,2130,2,10:00 - 18:00,2024-11-16,2024-11-17,"25-50, Delhi, Business","70%, Negative"
Conference,696,4,10:00 - 18:00,2024-10-19,2024-10-22,"30-60, Bangalore, Education","80%, Negative"
Festival,4951,3,10:00 - 18:00,2025-01-23,2025-01-25,"25-50, Delhi, Business","95%, Positive"
Trade Show,2281,2,12:00 - 22:00,2024-10-10,2024-10-11,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,106,4,10:00 - 18:00,2024-12-01,2024-12-04,"30-60, Bangalore, Education","70%, Negative"
Festival,1716,1,09:00 - 17:00,2025-01-10,2025-01-10,"20-45, Mumbai, Sports","95%, Positive"
Seminar,207,1,10:00 - 18:00,2024-10-13,2024-10-13,"18-25, Indore, Tech","95%, Positive"
Festival,6468,3,09:00 - 17:00,2025-01-06,2025-01-08,"30-60, Bangalore, Education","95%, Positive"
Festival,5850,2,14:00 - 20:00,2025-01-29,2025-01-30,"25-50, Delhi, Business","70%, Negative"
Trade Show,2287,4,10:00 - 18:00,2025-01-23,2025-01-26,"18-25, Indore, Tech","70%, Negative"
Seminar,55,3,10:00 - 18:00,2024-10-06,2024-10-08,"18-25, Indore, Tech","95%, Positive"
Conference,1297,2,10:00 - 18:00,2025-01-28,2025-01-29,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,949,4,14:00 - 20:00,2024-12-21,2024-12-24,"18-25, Indore, Tech","85%, Positive"
Festival,5019,2,12:00 - 22:00,2024-11-22,2024-11-23,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,1056,1,10:00 - 18:00,2024-10-10,2024-10-10,"25-50, Delhi, Business","85%, Positive"
Festival,5388,3,14:00 - 20:00,2024-10-18,2024-10-20,"30-60, Bangalore, Education","75%, Neutral"
Seminar,271,2,12:00 - 22:00,2025-01-10,2025-01-11,"25-50, Delhi, Business","80%, Negative"
Seminar,695,3,10:00 - 18:00,2025-01-10,2025-01-12,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2092,3,12:00 - 22:00,2024-12-24,2024-12-26,"18-25, Indore, Tech","95%, Positive"
Seminar,960,2,09:00 - 17:00,2024-12-15,2024-12-16,"25-50, Delhi, Business","70%, Negative"
Festival,5254,4,09:00 - 17:00,2025-01-24,2025-01-27,"18-25, Indore, Tech","85%, Positive"
Trade Show,1373,2,14:00 - 20:00,2024-12-23,2024-12-24,"25-50, Delhi, Business","95%, Positive"
Trade Show,2519,4,10:00 - 18:00,2024-10-21,2024-10-24,"20-45, Mumbai, Sports","95%, Positive"
Festival,3438,3,14:00 - 20:00,2024-12-08,2024-12-10,"18-25, Indore, Tech","80%, Negative"
Conference,850,4,09:00 - 17:00,2024-12-13,2024-12-16,"30-60, Bangalore, Education","70%, Negative"
Conference,389,2,09:00 - 17:00,2024-10-13,2024-10-14,"18-35, Maharashtra, Arts","70%, Negative"
Festival,6755,3,09:00 - 17:00,2024-11-19,2024-11-21,"18-25, Indore, Tech","70%, Negative"
Festival,4569,2,12:00 - 22:00,2024-11-17,2024-11-18,"25-50, Delhi, Business","80%, Negative"
Conference,1762,2,10:00 - 18:00,2025-01-09,2025-01-10,"18-25, Indore, Tech","85%, Positive"
Trade Show,1735,4,10:00 - 18:00,2024-11-15,2024-11-18,"25-50, Delhi, Business","75%, Neutral"
Conference,1042,3,09:00 - 17:00,2024-11-02,2024-11-04,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,2832,2,10:00 - 18:00,2024-12-24,2024-12-25,"30-60, Bangalore, Education","85%, Positive"
Conference,331,2,09:00 - 17:00,2025-01-12,2025-01-13,"18-25, Indore, Tech","95%, Positive"
Conference,1838,2,09:00 - 17:00,2024-12-22,2024-12-23,"20-45, Mumbai, Sports","95%, Positive"
Seminar,1077,1,10:00 - 18:00,2024-12-29,2024-12-29,"18-25, Indore, Tech","95%, Positive"
Conference,356,3,10:00 - 18:00,2024-10-10,2024-10-12,"30-60, Bangalore, Education","95%, Positive"
Festival,3178,4,14:00 - 20:00,2024-12-11,2024-12-14,"25-50, Delhi, Business","95%, Positive"
Conference,928,4,09:00 - 17:00,2024-12-28,2024-12-31,"30-60, Bangalore, Education","75%, Neutral"
Festival,2485,4,12:00 - 22:00,2025-01-21,2025-01-24,"30-60, Bangalore, Education","85%, Positive"
Trade Show,2422,3,10:00 - 18:00,2025-01-01,2025-01-03,"18-25, Indore, Tech","85%, Positive"
Conference,1463,4,09:00 - 17:00,2024-12-05,2024-12-08,"18-35, Maharashtra, Arts","95%, Positive"
Festival,4165,1,09:00 - 17:00,2024-10-20,2024-10-20,"25-50, Delhi, Business","95%, Positive"
Conference,543,4,09:00 - 17:00,2024-12-08,2024-12-11,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,1604,1,12:00 - 22:00,2024-11-08,2024-11-08,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,2332,3,10:00 - 18:00,2025-01-03,2025-01-05,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6627,3,10:00 - 18:00,2024-12-28,2024-12-30,"30-60, Bangalore, Education","95%, Positive"
Seminar,1153,1,09:00 - 17:00,2024-12-30,2024-12-30,"30-60, Bangalore, Education","70%, Negative"
Trade Show,1471,3,12:00 - 22:00,2024-11-08,2024-11-10,"25-50, Delhi, Business","85%, Positive"
Festival,5252,3,09:00 - 17:00,2024-11-18,2024-11-20,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1570,4,10:00 - 18:00,2024-12-29,2025-01-01,"25-50, Delhi, Business","75%, Neutral"
Seminar,789,1,10:00 - 18:00,2024-10-05,2024-10-05,"18-35, Maharashtra, Arts","95%, Positive"
Conference,1184,3,09:00 - 17:00,2024-12-24,2024-12-26,"18-25, Indore, Tech","95%, Positive"
Conference,1429,3,09:00 - 17:00,2024-10-04,2024-10-06,"18-25, Indore, Tech","80%, Negative"
Seminar,190,2,10:00 - 18:00,2025-01-22,2025-01-23,"18-25, Indore, Tech","70%, Negative"
Seminar,101,4,10:00 - 18:00,2024-12-12,2024-12-15,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1070,1,14:00 - 20:00,2024-10-29,2024-10-29,"20-45, Mumbai, Sports","80%, Negative"
Seminar,666,3,09:00 - 17:00,2025-01-09,2025-01-11,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,393,3,12:00 - 22:00,2024-10-31,2024-11-02,"18-25, Indore, Tech","70%, Negative"
Conference,759,4,09:00 - 17:00,2024-12-12,2024-12-15,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1288,2,09:00 - 17:00,2025-01-16,2025-01-17,"18-25, Indore, Tech","95%, Positive"
Seminar,335,2,12:00 - 22:00,2024-10-20,2024-10-21,"18-35, Maharashtra, Arts","85%, Positive"
Festival,1733,3,14:00 - 20:00,2024-11-11,2024-11-13,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,98,1,12:00 - 22:00,2024-10-31,2024-10-31,"18-25, Indore, Tech","70%, Negative"
Trade Show,1239,2,12:00 - 22:00,2024-12-02,2024-12-03,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1802,3,10:00 - 18:00,2024-12-25,2024-12-27,"18-35, Maharashtra, Arts","85%, Positive"
Festival,3734,3,12:00 - 22:00,2024-10-18,2024-10-20,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,362,4,10:00 - 18:00,2024-12-17,2024-12-20,"20-45, Mumbai, Sports","80%, Negative"
Seminar,819,1,09:00 - 17:00,2024-10-26,2024-10-26,"18-25, Indore, Tech","80%, Negative"
Conference,796,2,09:00 - 17:00,2024-10-10,2024-10-11,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,250,2,10:00 - 18:00,2024-10-19,2024-10-20,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,1558,4,10:00 - 18:00,2025-01-01,2025-01-04,"20-45, Mumbai, Sports","70%, Negative"
Conference,1760,4,09:00 - 17:00,2024-11-04,2024-11-07,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1960,1,14:00 - 20:00,2024-11-15,2024-11-15,"30-60, Bangalore, Education","85%, Positive"
Festival,837,2,14:00 - 20:00,2024-11-22,2024-11-23,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,1618,3,14:00 - 20:00,2024-12-07,2024-12-09,"25-50, Delhi, Business","85%, Positive"
Conference,441,2,10:00 - 18:00,2024-12-25,2024-12-26,"30-60, Bangalore, Education","75%, Neutral"
Seminar,282,4,10:00 - 18:00,2024-10-11,2024-10-14,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6272,4,09:00 - 17:00,2025-01-10,2025-01-13,"25-50, Delhi, Business","80%, Negative"
Festival,6042,3,14:00 - 20:00,2025-01-16,2025-01-18,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,317,4,10:00 - 18:00,2024-12-16,2024-12-19,"25-50, Delhi, Business","85%, Positive"
Festival,5800,1,12:00 - 22:00,2025-01-26,2025-01-26,"25-50, Delhi, Business","70%, Negative"
Conference,999,3,10:00 - 18:00,2024-11-03,2024-11-05,"30-60, Bangalore, Education","95%, Positive"
Seminar,766,1,10:00 - 18:00,2025-01-01,2025-01-01,"18-25, Indore, Tech","80%, Negative"
Conference,1694,2,10:00 - 18:00,2024-12-16,2024-12-17,"25-50, Delhi, Business","95%, Positive"
Festival,4304,4,09:00 - 17:00,2024-10-19,2024-10-22,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,949,1,09:00 - 17:00,2024-12-29,2024-12-29,"30-60, Bangalore, Education","95%, Positive"
Trade Show,2791,2,14:00 - 20:00,2024-11-24,2024-11-25,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,440,1,12:00 - 22:00,2024-12-12,2024-12-12,"25-50, Delhi, Business","70%, Negative"
Trade Show,1818,2,12:00 - 22:00,2024-11-07,2024-11-08,"25-50, Delhi, Business","80%, Negative"
Festival,4022,3,10:00 - 18:00,2025-01-14,2025-01-16,"18-35, Maharashtra, Arts","70%, Negative"
Festival,6897,2,10:00 - 18:00,2024-12-19,2024-12-20,"30-60, Bangalore, Education","85%, Positive"
Seminar,979,4,10:00 - 18:00,2024-12-07,2024-12-10,"25-50, Delhi, Business","95%, Positive"
Conference,1572,4,09:00 - 17:00,2024-10-13,2024-10-16,"30-60, Bangalore, Education","70%, Negative"
Festival,4573,4,10:00 - 18:00,2025-01-04,2025-01-07,"20-45, Mumbai, Sports","95%, Positive"
Conference,1339,3,09:00 - 17:00,2024-10-05,2024-10-07,"18-35, Maharashtra, Arts","70%, Negative"
Conference,1479,4,10:00 - 18:00,2024-11-24,2024-11-27,"20-45, Mumbai, Sports","80%, Negative"
Festival,5093,3,14:00 - 20:00,2024-11-26,2024-11-28,"30-60, Bangalore, Education","80%, Negative"
Festival,6677,1,10:00 - 18:00,2024-11-05,2024-11-05,"18-25, Indore, Tech","70%, Negative"
Trade Show,785,3,14:00 - 20:00,2024-11-30,2024-12-02,"30-60, Bangalore, Education","95%, Positive"
Festival,1202,1,10:00 - 18:00,2025-01-22,2025-01-22,"30-60, Bangalore, Education","95%, Positive"
Trade Show,1394,1,10:00 - 18:00,2025-01-11,2025-01-11,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,1826,2,14:00 - 20:00,2024-10-08,2024-10-09,"18-25, Indore, Tech","95%, Positive"
Trade Show,645,2,10:00 - 18:00,2024-12-08,2024-12-09,"25-50, Delhi, Business","80%, Negative"
Seminar,415,4,12:00 - 22:00,2025-01-14,2025-01-17,"30-60, Bangalore, Education","95%, Positive"
Seminar,556,3,09:00 - 17:00,2025-01-08,2025-01-10,"25-50, Delhi, Business","95%, Positive"
Festival,3688,1,14:00 - 20:00,2024-12-27,2024-12-27,"25-50, Delhi, Business","70%, Negative"
Trade Show,2964,2,12:00 - 22:00,2024-10-10,2024-10-11,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,186,1,12:00 - 22:00,2025-01-03,2025-01-03,"30-60, Bangalore, Education","70%, Negative"
Seminar,204,2,12:00 - 22:00,2024-10-08,2024-10-09,"20-45, Mumbai, Sports","75%, Neutral"
Festival,6014,3,12:00 - 22:00,2024-12-03,2024-12-05,"20-45, Mumbai, Sports","85%, Positive"
Seminar,613,3,12:00 - 22:00,2024-12-15,2024-12-17,"18-35, Maharashtra, Arts","70%, Negative"
Festival,1084,4,09:00 - 17:00,2024-11-18,2024-11-21,"30-60, Bangalore, Education","85%, Positive"
Seminar,281,4,09:00 - 17:00,2024-10-08,2024-10-11,"30-60, Bangalore, Education","80%, Negative"
Festival,5085,2,14:00 - 20:00,2024-12-13,2024-12-14,"18-25, Indore, Tech","75%, Neutral"
Trade Show,2761,4,10:00 - 18:00,2024-10-31,2024-11-03,"18-35, Maharashtra, Arts","70%, Negative"
Seminar,1015,3,09:00 - 17:00,2024-10-06,2024-10-08,"30-60, Bangalore, Education","85%, Positive"
Conference,1309,2,10:00 - 18:00,2024-12-19,2024-12-20,"18-25, Indore, Tech","80%, Negative"
Festival,6571,2,14:00 - 20:00,2024-12-11,2024-12-12,"20-45, Mumbai, Sports","70%, Negative"
Seminar,104,1,09:00 - 17:00,2024-11-12,2024-11-12,"25-50, Delhi, Business","75%, Neutral"
Trade Show,565,3,10:00 - 18:00,2024-10-18,2024-10-20,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,1157,3,12:00 - 22:00,2025-01-26,2025-01-28,"18-35, Maharashtra, Arts","75%, Neutral"
Festival,3115,2,09:00 - 17:00,2024-12-12,2024-12-13,"30-60, Bangalore, Education","80%, Negative"
Festival,2568,4,12:00 - 22:00,2024-12-06,2024-12-09,"20-45, Mumbai, Sports","80%, Negative"
Festival,6115,3,10:00 - 18:00,2024-10-30,2024-11-01,"25-50, Delhi, Business","75%, Neutral"
Conference,1704,4,10:00 - 18:00,2025-01-16,2025-01-19,"18-25, Indore, Tech","70%, Negative"
Conference,954,4,09:00 - 17:00,2024-12-19,2024-12-22,"18-25, Indore, Tech","70%, Negative"
Conference,1535,3,09:00 - 17:00,2024-10-13,2024-10-15,"20-45, Mumbai, Sports","70%, Negative"
Trade Show,1369,2,12:00 - 22:00,2025-01-19,2025-01-20,"18-25, Indore, Tech","95%, Positive"
Seminar,547,1,09:00 - 17:00,2024-11-02,2024-11-02,"20-45, Mumbai, Sports","95%, Positive"
Festival,6859,3,12:00 - 22:00,2025-01-18,2025-01-20,"25-50, Delhi, Business","75%, Neutral"
Conference,1358,4,10:00 - 18:00,2024-10-29,2024-11-01,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,1122,4,10:00 - 18:00,2025-01-25,2025-01-28,"20-45, Mumbai, Sports","80%, Negative"
Conference,545,4,09:00 - 17:00,2024-12-22,2024-12-25,"25-50, Delhi, Business","70%, Negative"
Conference,1989,2,09:00 - 17:00,2024-11-28,2024-11-29,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,615,2,09:00 - 17:00,2025-01-28,2025-01-29,"25-50, Delhi, Business","75%, Neutral"
Conference,422,4,09:00 - 17:00,2024-11-01,2024-11-04,"18-25, Indore, Tech","75%, Neutral"
Festival,5053,2,09:00 - 17:00,2025-01-02,2025-01-03,"18-25, Indore, Tech","80%, Negative"
Conference,1212,4,09:00 - 17:00,2024-12-18,2024-12-21,"30-60, Bangalore, Education","70%, Negative"
Trade Show,1394,1,12:00 - 22:00,2024-11-14,2024-11-14,"30-60, Bangalore, Education","80%, Negative"
Trade Show,2341,2,14:00 - 20:00,2024-10-23,2024-10-24,"30-60, Bangalore, Education","75%, Neutral"
Seminar,329,3,09:00 - 17:00,2024-12-21,2024-12-23,"25-50, Delhi, Business","70%, Negative"
Conference,1572,4,10:00 - 18:00,2024-11-15,2024-11-18,"25-50, Delhi, Business","75%, Neutral"
Trade Show,1624,1,10:00 - 18:00,2025-01-10,2025-01-10,"25-50, Delhi, Business","85%, Positive"
Conference,470,2,09:00 - 17:00,2024-10-08,2024-10-09,"30-60, Bangalore, Education","75%, Neutral"
Conference,1267,2,09:00 - 17:00,2025-01-25,2025-01-26,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2138,2,14:00 - 20:00,2024-11-12,2024-11-13,"20-45, Mumbai, Sports","70%, Negative"
Conference,1105,2,10:00 - 18:00,2024-11-02,2024-11-03,"25-50, Delhi, Business","85%, Positive"
Seminar,973,1,10:00 - 18:00,2024-10-09,2024-10-09,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,2330,4,12:00 - 22:00,2024-11-16,2024-11-19,"18-25, Indore, Tech","80%, Negative"
Trade Show,1793,4,12:00 - 22:00,2024-10-03,2024-10-06,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,815,3,10:00 - 18:00,2025-01-03,2025-01-05,"18-35, Maharashtra, Arts","95%, Positive"
Festival,6296,3,09:00 - 17:00,2025-01-02,2025-01-04,"25-50, Delhi, Business","75%, Neutral"
Conference,1880,2,09:00 - 17:00,2024-10-05,2024-10-06,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,867,2,10:00 - 18:00,2024-11-16,2024-11-17,"18-25, Indore, Tech","70%, Negative"
Conference,1689,3,09:00 - 17:00,2024-10-08,2024-10-10,"25-50, Delhi, Business","75%, Neutral"
Seminar,649,3,10:00 - 18:00,2024-10-21,2024-10-23,"30-60, Bangalore, Education","70%, Negative"
Trade Show,922,4,12:00 - 22:00,2024-12-02,2024-12-05,"18-25, Indore, Tech","95%, Positive"
Seminar,240,3,10:00 - 18:00,2025-01-17,2025-01-19,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,2861,3,12:00 - 22:00,2024-12-18,2024-12-20,"25-50, Delhi, Business","80%, Negative"
Festival,4956,3,12:00 - 22:00,2024-10-06,2024-10-08,"25-50, Delhi, Business","95%, Positive"
Conference,1880,3,10:00 - 18:00,2024-11-07,2024-11-09,"18-25, Indore, Tech","95%, Positive"
Festival,1020,3,09:00 - 17:00,2025-01-21,2025-01-23,"18-25, Indore, Tech","95%, Positive"
Festival,4179,3,14:00 - 20:00,2025-01-04,2025-01-06,"25-50, Delhi, Business","80%, Negative"
Festival,3400,2,12:00 - 22:00,2024-11-27,2024-11-28,"30-60, Bangalore, Education","70%, Negative"
Conference,776,2,10:00 - 18:00,2024-12-19,2024-12-20,"18-25, Indore, Tech","85%, Positive"
Conference,1744,4,09:00 - 17:00,2025-01-19,2025-01-22,"20-45, Mumbai, Sports","85%, Positive"
Trade Show,1550,2,14:00 - 20:00,2024-12-13,2024-12-14,"30-60, Bangalore, Education","80%, Negative"
Festival,4284,3,09:00 - 17:00,2024-12-31,2025-01-02,"30-60, Bangalore, Education","85%, Positive"
Festival,1448,4,09:00 - 17:00,2024-11-16,2024-11-19,"18-35, Maharashtra, Arts","70%, Negative"
Conference,572,3,09:00 - 17:00,2024-10-13,2024-10-15,"20-45, Mumbai, Sports","75%, Neutral"
Festival,2924,1,10:00 - 18:00,2025-01-08,2025-01-08,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,783,2,10:00 - 18:00,2024-10-12,2024-10-13,"30-60, Bangalore, Education","85%, Positive"
Conference,725,4,10:00 - 18:00,2024-11-27,2024-11-30,"25-50, Delhi, Business","85%, Positive"
Trade Show,1603,4,12:00 - 22:00,2025-01-26,2025-01-29,"18-35, Maharashtra, Arts","80%, Negative"
Festival,1471,3,14:00 - 20:00,2025-01-07,2025-01-09,"20-45, Mumbai, Sports","70%, Negative"
Conference,1581,3,09:00 - 17:00,2024-12-24,2024-12-26,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,577,3,10:00 - 18:00,2025-01-14,2025-01-16,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1857,3,10:00 - 18:00,2024-10-08,2024-10-10,"25-50, Delhi, Business","70%, Negative"
Trade Show,531,4,14:00 - 20:00,2024-12-26,2024-12-29,"25-50, Delhi, Business","85%, Positive"
Conference,426,2,09:00 - 17:00,2024-11-22,2024-11-23,"20-45, Mumbai, Sports","75%, Neutral"
Seminar,686,2,12:00 - 22:00,2025-01-26,2025-01-27,"30-60, Bangalore, Education","95%, Positive"
Conference,1295,4,09:00 - 17:00,2024-10-03,2024-10-06,"18-25, Indore, Tech","75%, Neutral"
Trade Show,1132,1,14:00 - 20:00,2025-01-24,2025-01-24,"20-45, Mumbai, Sports","85%, Positive"
Conference,1993,4,09:00 - 17:00,2024-12-02,2024-12-05,"18-25, Indore, Tech","95%, Positive"
Trade Show,2935,3,12:00 - 22:00,2024-11-14,2024-11-16,"30-60, Bangalore, Education","85%, Positive"
Trade Show,1486,4,14:00 - 20:00,2024-12-03,2024-12-06,"18-25, Indore, Tech","70%, Negative"
Conference,1661,4,09:00 - 17:00,2024-10-01,2024-10-04,"20-45, Mumbai, Sports","85%, Positive"
Seminar,146,3,12:00 - 22:00,2024-12-30,2025-01-01,"20-45, Mumbai, Sports","70%, Negative"
Conference,554,2,10:00 - 18:00,2024-12-31,2025-01-01,"18-25, Indore, Tech","75%, Neutral"
Festival,2596,2,14:00 - 20:00,2024-11-17,2024-11-18,"18-25, Indore, Tech","95%, Positive"
Seminar,1079,3,12:00 - 22:00,2024-10-22,2024-10-24,"30-60, Bangalore, Education","85%, Positive"
Trade Show,2974,2,14:00 - 20:00,2024-10-14,2024-10-15,"20-45, Mumbai, Sports","75%, Neutral"
Trade Show,2640,1,12:00 - 22:00,2025-01-06,2025-01-06,"30-60, Bangalore, Education","75%, Neutral"
Trade Show,2108,4,12:00 - 22:00,2024-11-26,2024-11-29,"30-60, Bangalore, Education","70%, Negative"
Trade Show,2344,2,10:00 - 18:00,2024-12-18,2024-12-19,"25-50, Delhi, Business","70%, Negative"
Conference,306,3,09:00 - 17:00,2024-10-26,2024-10-28,"18-25, Indore, Tech","75%, Neutral"
Trade Show,2887,2,12:00 - 22:00,2024-12-06,2024-12-07,"18-25, Indore, Tech","75%, Neutral"
Festival,1484,1,12:00 - 22:00,2024-10-14,2024-10-14,"20-45, Mumbai, Sports","70%, Negative"
Festival,3360,2,09:00 - 17:00,2024-12-19,2024-12-20,"20-45, Mumbai, Sports","80%, Negative"
Seminar,501,3,09:00 - 17:00,2024-12-18,2024-12-20,"20-45, Mumbai, Sports","95%, Positive"
Seminar,901,4,09:00 - 17:00,2025-01-13,2025-01-16,"18-25, Indore, Tech","80%, Negative"
Trade Show,2038,1,12:00 - 22:00,2025-01-18,2025-01-18,"25-50, Delhi, Business","85%, Positive"
Seminar,745,2,10:00 - 18:00,2024-12-21,2024-12-22,"18-35, Maharashtra, Arts","85%, Positive"
Conference,534,3,09:00 - 17:00,2025-01-26,2025-01-28,"18-25, Indore, Tech","80%, Negative"
Conference,844,2,09:00 - 17:00,2024-10-09,2024-10-10,"25-50, Delhi, Business","85%, Positive"
Seminar,786,2,12:00 - 22:00,2024-12-25,2024-12-26,"20-45, Mumbai, Sports","85%, Positive"
Conference,406,3,10:00 - 18:00,2024-12-18,2024-12-20,"30-60, Bangalore, Education","80%, Negative"
Trade Show,1091,2,10:00 - 18:00,2024-10-10,2024-10-11,"30-60, Bangalore, Education","75%, Neutral"
Conference,1856,2,09:00 - 17:00,2024-10-25,2024-10-26,"25-50, Delhi, Business","75%, Neutral"
Conference,1174,2,09:00 - 17:00,2024-10-15,2024-10-16,"18-25, Indore, Tech","75%, Neutral"
Seminar,991,4,09:00 - 17:00,2024-10-14,2024-10-17,"25-50, Delhi, Business","80%, Negative"
Festival,3463,3,09:00 - 17:00,2024-10-17,2024-10-19,"18-35, Maharashtra, Arts","70%, Negative"
Festival,3149,3,14:00 - 20:00,2024-10-23,2024-10-25,"20-45, Mumbai, Sports","85%, Positive"
Conference,669,2,09:00 - 17:00,2025-01-27,2025-01-28,"18-25, Indore, Tech","80%, Negative"
Festival,6162,4,14:00 - 20:00,2024-12-21,2024-12-24,"20-45, Mumbai, Sports","85%, Positive"
Conference,399,3,10:00 - 18:00,2024-12-28,2024-12-30,"18-35, Maharashtra, Arts","80%, Negative"
Conference,1683,2,10:00 - 18:00,2025-01-01,2025-01-02,"25-50, Delhi, Business","80%, Negative"
