Event Type,Event Size (Attendees),Event Duration (Days),Event Schedule (Start - End),"Participant Demographics (Age, Location, Interests)","Participant Engagement Metrics (Attendance, Feedback)"
Festival,2125,1,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,4506,2,12:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Seminar,2375,4,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Festival,9231,1,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Concert,9256,3,14:00 - 20:00,"25-40, Bhopal, Business","70%, Mixed"
Seminar,3305,4,08:00 - 16:00,"30-50, Delhi, Education","70%, Mixed"
Concert,8420,2,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,644,4,10:00 - 18:00,"18-35, Maharashtra, Arts","85%, Positive"
Seminar,194,3,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Seminar,1778,3,09:00 - 17:00,"18-35, Maharashtra, Arts","75%, Neutral"
Webinar,5450,1,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Concert,1458,3,08:00 - 16:00,"25-40, Bhopal, Business","95%, Positive"
Conference,2161,1,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Concert,6930,4,19:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Seminar,2731,1,09:00 - 17:00,"30-50, Delhi, Education","95%, Positive"
Concert,8583,4,08:00 - 16:00,"16-30, Banglore, Music","95%, Positive"
Workshop,1769,3,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,5485,2,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,4251,4,12:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Webinar,7288,2,12:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,2126,1,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Webinar,2727,1,09:00 - 17:00,"30-50, Delhi, Education","95%, Positive"
Festival,5290,3,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,4864,1,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,4685,3,14:00 - 20:00,"30-50, Delhi, Education","95%, Positive"
Trade Show,201,2,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,7412,3,14:00 - 20:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,2102,4,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Concert,9688,3,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,5871,1,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Workshop,327,1,12:00 - 22:00,"18-25, Indore, Tech","70%, Mixed"
Festival,5877,4,08:00 - 16:00,"30-50, Delhi, Education","90%, Very Positive"
Workshop,3137,4,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Trade Show,5473,4,12:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Workshop,7224,3,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,963,1,09:00 - 17:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,4470,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,5460,3,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Festival,2921,1,12:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Conference,9889,1,10:00 - 18:00,"18-25, Indore, Tech","95%, Positive"
Trade Show,9469,1,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,1899,4,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Concert,7862,4,09:00 - 17:00,"20-45, Mumbai, Sports","75%, Neutral"
Webinar,5451,1,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Workshop,8376,3,14:00 - 20:00,"30-50, Delhi, Education","80%, Negative"
Webinar,7295,4,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Webinar,2712,2,12:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Webinar,6389,2,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,1493,3,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Festival,9467,2,08:00 - 16:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,9592,4,14:00 - 20:00,"18-35, Maharashtra, Arts","70%, Mixed"
Conference,6657,4,10:00 - 18:00,"16-30, Banglore, Music","85%, Positive"
Webinar,1146,2,12:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Seminar,9412,3,08:00 - 16:00,"16-30, Banglore, Music","95%, Positive"
Trade Show,686,2,19:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Webinar,6509,1,08:00 - 16:00,"25-40, Bhopal, Business","95%, Positive"
Festival,902,2,08:00 - 16:00,"25-40, Bhopal, Business","70%, Mixed"
Festival,1075,1,08:00 - 16:00,"16-30, Banglore, Music","90%, Very Positive"
Webinar,5350,1,08:00 - 16:00,"30-50, Delhi, Education","85%, Positive"
Trade Show,1865,4,12:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Trade Show,6676,2,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Trade Show,966,2,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Festival,4048,2,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Concert,2170,4,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Seminar,4682,1,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Seminar,4646,4,10:00 - 18:00,"25-40, Bhopal, Business","90%, Very Positive"
Trade Show,1002,4,10:00 - 18:00,"18-35, Maharashtra, Arts","95%, Positive"
Conference,2772,4,12:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Conference,2459,3,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,1605,3,08:00 - 16:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,1384,1,12:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Festival,792,3,10:00 - 18:00,"30-50, Delhi, Education","80%, Negative"
Trade Show,1847,1,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,4048,4,09:00 - 17:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,7964,4,14:00 - 20:00,"30-50, Delhi, Education","75%, Neutral"
Conference,1431,2,12:00 - 22:00,"25-40, Bhopal, Business","85%, Positive"
Concert,5478,4,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Trade Show,4380,2,10:00 - 18:00,"25-40, Bhopal, Business","85%, Positive"
Trade Show,7063,2,10:00 - 18:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,4816,1,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Webinar,8096,4,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Conference,6018,2,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,5856,1,10:00 - 18:00,"30-50, Delhi, Education","85%, Positive"
Workshop,9053,1,09:00 - 17:00,"18-25, Indore, Tech","90%, Very Positive"
Workshop,3745,1,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Workshop,9871,4,14:00 - 20:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,5581,3,08:00 - 16:00,"18-25, Indore, Tech","90%, Very Positive"
Seminar,7911,1,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Conference,3618,3,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Seminar,2484,4,10:00 - 18:00,"16-30, Banglore, Music","95%, Positive"
Workshop,3291,4,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Festival,4604,3,10:00 - 18:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,8962,3,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,7535,1,12:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,1260,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Seminar,9917,3,12:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Webinar,4475,3,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Conference,1821,1,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Conference,650,3,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Concert,5386,4,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,9602,1,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Concert,6274,2,10:00 - 18:00,"18-25, Indore, Tech","85%, Positive"
Workshop,5247,3,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Festival,7299,1,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Festival,3726,4,12:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Conference,2935,2,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,2516,2,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Concert,9872,4,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Concert,2468,2,08:00 - 16:00,"18-35, Maharashtra, Arts","70%, Mixed"
Conference,6948,1,14:00 - 20:00,"18-25, Indore, Tech","80%, Negative"
Trade Show,6108,4,12:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Festival,8787,2,14:00 - 20:00,"18-25, Indore, Tech","75%, Neutral"
Trade Show,8246,2,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,7518,3,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Webinar,6696,3,14:00 - 20:00,"18-35, Maharashtra, Arts","85%, Positive"
Concert,5980,1,08:00 - 16:00,"25-40, Bhopal, Business","80%, Negative"
Trade Show,8686,4,19:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Webinar,5170,2,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,6093,2,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Trade Show,3138,1,19:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Webinar,775,2,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Conference,878,2,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Conference,5547,4,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Festival,1333,3,12:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,7413,3,19:00 - 22:00,"20-45, Mumbai, Sports","85%, Positive"
Concert,6678,1,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Workshop,2644,4,08:00 - 16:00,"18-35, Maharashtra, Arts","70%, Mixed"
Webinar,8173,4,14:00 - 20:00,"20-45, Mumbai, Sports","85%, Positive"
Concert,6287,3,12:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Webinar,6625,2,12:00 - 22:00,"20-45, Mumbai, Sports","90%, Very Positive"
Concert,7981,1,09:00 - 17:00,"16-30, Banglore, Music","90%, Very Positive"
Seminar,3981,2,19:00 - 22:00,"18-25, Indore, Tech","95%, Positive"
Seminar,7173,2,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Festival,6275,4,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,4159,4,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Webinar,126,3,14:00 - 20:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,500,4,10:00 - 18:00,"30-50, Delhi, Education","80%, Negative"
Concert,4251,3,10:00 - 18:00,"30-50, Delhi, Education","95%, Positive"
Festival,5150,3,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Workshop,1584,4,19:00 - 22:00,"30-50, Delhi, Education","85%, Positive"
Conference,4215,3,19:00 - 22:00,"30-50, Delhi, Education","80%, Negative"
Concert,6309,4,14:00 - 20:00,"18-25, Indore, Tech","70%, Mixed"
Conference,1617,2,09:00 - 17:00,"30-50, Delhi, Education","70%, Mixed"
Concert,8407,3,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Webinar,7185,2,12:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Concert,8144,2,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Seminar,9958,4,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,9058,2,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Concert,7805,1,14:00 - 20:00,"16-30, Banglore, Music","85%, Positive"
Conference,856,4,10:00 - 18:00,"20-45, Mumbai, Sports","90%, Very Positive"
Festival,3475,1,10:00 - 18:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,1709,1,12:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,820,3,09:00 - 17:00,"30-50, Delhi, Education","85%, Positive"
Concert,4917,2,12:00 - 22:00,"18-25, Indore, Tech","85%, Positive"
Seminar,1171,2,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Trade Show,6227,2,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,4604,3,14:00 - 20:00,"16-30, Banglore, Music","75%, Neutral"
Trade Show,8334,4,19:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,4406,3,19:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,5649,2,09:00 - 17:00,"25-40, Bhopal, Business","85%, Positive"
Conference,7842,2,10:00 - 18:00,"20-45, Mumbai, Sports","80%, Negative"
Festival,3073,4,09:00 - 17:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,2052,4,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Seminar,5981,3,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Conference,9037,2,14:00 - 20:00,"18-35, Maharashtra, Arts","75%, Neutral"
Trade Show,4403,1,08:00 - 16:00,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,7138,2,19:00 - 22:00,"16-30, Banglore, Music","80%, Negative"
Seminar,8548,2,08:00 - 16:00,"18-35, Maharashtra, Arts","80%, Negative"
Workshop,2513,3,12:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,2390,1,14:00 - 20:00,"16-30, Banglore, Music","90%, Very Positive"
Trade Show,7573,3,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Workshop,9900,3,09:00 - 17:00,"16-30, Banglore, Music","80%, Negative"
Seminar,9228,2,14:00 - 20:00,"18-25, Indore, Tech","85%, Positive"
Festival,7214,2,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,7297,3,08:00 - 16:00,"25-40, Bhopal, Business","90%, Very Positive"
Festival,5745,3,09:00 - 17:00,"25-40, Bhopal, Business","80%, Negative"
Conference,1251,3,08:00 - 16:00,"18-25, Indore, Tech","75%, Neutral"
Festival,3188,4,08:00 - 16:00,"20-45, Mumbai, Sports","75%, Neutral"
Festival,7586,4,14:00 - 20:00,"25-40, Bhopal, Business","95%, Positive"
Concert,6398,2,09:00 - 17:00,"30-50, Delhi, Education","95%, Positive"
Seminar,2727,1,08:00 - 16:00,"18-25, Indore, Tech","85%, Positive"
Festival,1527,3,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,2175,3,12:00 - 22:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,8354,4,12:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Webinar,3464,4,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Concert,8071,1,10:00 - 18:00,"25-40, Bhopal, Business","75%, Neutral"
Festival,5344,4,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Seminar,1737,2,19:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Webinar,4505,2,09:00 - 17:00,"18-35, Maharashtra, Arts","75%, Neutral"
Concert,9453,4,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Festival,2225,2,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Conference,6627,4,08:00 - 16:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Trade Show,3510,2,12:00 - 22:00,"20-45, Mumbai, Sports","80%, Negative"
Conference,1094,2,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
Webinar,1427,3,09:00 - 17:00,"18-35, Maharashtra, Arts","80%, Negative"
Concert,524,2,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Webinar,743,1,12:00 - 22:00,"25-40, Bhopal, Business","75%, Neutral"
Webinar,7134,4,19:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Webinar,109,2,10:00 - 18:00,"18-25, Indore, Tech","80%, Negative"
Conference,347,1,19:00 - 22:00,"16-30, Banglore, Music","85%, Positive"
Concert,2636,4,09:00 - 17:00,"20-45, Mumbai, Sports","95%, Positive"
Trade Show,5069,2,10:00 - 18:00,"16-30, Banglore, Music","95%, Positive"
Conference,449,3,10:00 - 18:00,"25-40, Bhopal, Business","90%, Very Positive"
Workshop,5913,1,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Festival,9990,3,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Seminar,1134,2,08:00 - 16:00,"30-50, Delhi, Education","85%, Positive"
Seminar,5712,2,19:00 - 22:00,"18-35, Maharashtra, Arts","95%, Positive"
Trade Show,2362,1,08:00 - 16:00,"20-45, Mumbai, Sports","95%, Positive"
Seminar,4476,4,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Conference,1250,3,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Festival,4664,3,10:00 - 18:00,"18-35, Maharashtra, Arts","85%, Positive"
Conference,7098,1,10:00 - 18:00,"18-35, Maharashtra, Arts","75%, Neutral"
Workshop,488,3,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Conference,872,3,19:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Workshop,440,2,14:00 - 20:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,2846,2,19:00 - 22:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Seminar,5914,4,08:00 - 16:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,6488,3,10:00 - 18:00,"30-50, Delhi, Education","90%, Very Positive"
Webinar,2873,2,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Trade Show,832,3,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Concert,420,2,10:00 - 18:00,"16-30, Banglore, Music","75%, Neutral"
Conference,2259,3,08:00 - 16:00,"20-45, Mumbai, Sports","85%, Positive"
Webinar,2733,2,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,7196,1,10:00 - 18:00,"18-25, Indore, Tech","75%, Neutral"
Concert,223,1,14:00 - 20:00,"20-45, Mumbai, Sports","85%, Positive"
Conference,8432,1,14:00 - 20:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,6257,4,12:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Conference,7204,1,12:00 - 22:00,"18-25, Indore, Tech","90%, Very Positive"
Workshop,6047,1,14:00 - 20:00,"25-40, Bhopal, Business","75%, Neutral"
Festival,9207,1,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,6869,4,14:00 - 20:00,"30-50, Delhi, Education","90%, Very Positive"
Festival,1651,3,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Trade Show,4049,1,09:00 - 17:00,"30-50, Delhi, Education","75%, Neutral"
Concert,4964,1,10:00 - 18:00,"20-45, Mumbai, Sports","95%, Positive"
Conference,3257,1,10:00 - 18:00,"25-40, Bhopal, Business","80%, Negative"
Seminar,8770,2,09:00 - 17:00,"18-35, Maharashtra, Arts","95%, Positive"
Seminar,6494,2,19:00 - 22:00,"30-50, Delhi, Education","70%, Mixed"
Webinar,5834,2,12:00 - 22:00,"20-45, Mumbai, Sports","70%, Mixed"
Trade Show,3648,3,19:00 - 22:00,"20-45, Mumbai, Sports","95%, Positive"
Webinar,5717,2,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Seminar,5891,4,08:00 - 16:00,"18-25, Indore, Tech","70%, Mixed"
Concert,2777,1,19:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Trade Show,996,4,19:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,9485,3,19:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Workshop,6171,2,12:00 - 22:00,"18-25, Indore, Tech","75%, Neutral"
Conference,8855,4,08:00 - 16:00,"16-30, Banglore, Music","75%, Neutral"
Conference,3897,4,08:00 - 16:00,"30-50, Delhi, Education","75%, Neutral"
Trade Show,3536,1,19:00 - 22:00,"18-35, Maharashtra, Arts","85%, Positive"
Trade Show,6671,3,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Workshop,2681,3,10:00 - 18:00,"30-50, Delhi, Education","85%, Positive"
Conference,7151,3,09:00 - 17:00,"25-40, Bhopal, Business","90%, Very Positive"
Seminar,6641,3,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Festival,2164,4,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Workshop,5245,3,10:00 - 18:00,"30-50, Delhi, Education","70%, Mixed"
Trade Show,2761,4,19:00 - 22:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,7273,3,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,527,1,14:00 - 20:00,"16-30, Banglore, Music","95%, Positive"
Seminar,7342,1,14:00 - 20:00,"30-50, Delhi, Education","80%, Negative"
Seminar,9831,3,14:00 - 20:00,"18-25, Indore, Tech","80%, Negative"
Webinar,7305,4,12:00 - 22:00,"30-50, Delhi, Education","95%, Positive"
Workshop,7766,2,14:00 - 20:00,"25-40, Bhopal, Business","85%, Positive"
Conference,1879,2,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,3104,3,12:00 - 22:00,"25-40, Bhopal, Business","70%, Mixed"
Workshop,7584,4,09:00 - 17:00,"16-30, Banglore, Music","70%, Mixed"
Webinar,8584,3,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Workshop,4871,2,14:00 - 20:00,"16-30, Banglore, Music","80%, Negative"
Trade Show,2211,2,12:00 - 22:00,"25-40, Bhopal, Business","90%, Very Positive"
Conference,9400,1,10:00 - 18:00,"25-40, Bhopal, Business","95%, Positive"
Webinar,5633,2,12:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Conference,6283,3,19:00 - 22:00,"25-40, Bhopal, Business","80%, Negative"
Festival,6609,2,10:00 - 18:00,"16-30, Banglore, Music","70%, Mixed"
Trade Show,734,1,14:00 - 20:00,"18-35, Maharashtra, Arts","90%, Very Positive"
Conference,5756,2,09:00 - 17:00,"18-25, Indore, Tech","80%, Negative"
Trade Show,2318,4,19:00 - 22:00,"16-30, Banglore, Music","95%, Positive"
Trade Show,2947,4,10:00 - 18:00,"20-45, Mumbai, Sports","70%, Mixed"
Festival,9646,3,09:00 - 17:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,3171,3,12:00 - 22:00,"18-35, Maharashtra, Arts","80%, Negative"
Festival,7082,3,09:00 - 17:00,"25-40, Bhopal, Business","95%, Positive"
Trade Show,1415,2,09:00 - 17:00,"20-45, Mumbai, Sports","90%, Very Positive"
Workshop,4643,1,14:00 - 20:00,"25-40, Bhopal, Business","90%, Very Positive"
Webinar,5623,2,08:00 - 16:00,"16-30, Banglore, Music","80%, Negative"
Concert,8722,2,14:00 - 20:00,"20-45, Mumbai, Sports","80%, Negative"
Trade Show,3814,3,09:00 - 17:00,"20-45, Mumbai, Sports","70%, Mixed"
Seminar,3779,3,09:00 - 17:00,"30-50, Delhi, Education","80%, Negative"
Concert,2773,1,08:00 - 16:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,368,3,12:00 - 22:00,"18-25, Indore, Tech","80%, Negative"
Concert,3063,3,12:00 - 22:00,"20-45, Mumbai, Sports","75%, Neutral"
Conference,1155,3,10:00 - 18:00,"18-25, Indore, Tech","70%, Mixed"
Trade Show,8645,3,10:00 - 18:00,"16-30, Banglore, Music","90%, Very Positive"
Concert,6615,1,10:00 - 18:00,"18-35, Maharashtra, Arts","75%, Neutral"
Seminar,2376,1,09:00 - 17:00,"18-25, Indore, Tech","85%, Positive"
Webinar,960,3,14:00 - 20:00,"18-25, Indore, Tech","75%, Neutral"
Concert,637,4,19:00 - 22:00,"18-35, Maharashtra, Arts","70%, Mixed"
Festival,2719,2,09:00 - 17:00,"20-45, Mumbai, Sports","90%, Very Positive"
Festival,8676,3,19:00 - 22:00,"16-30, Banglore, Music","90%, Very Positive"
Workshop,7218,4,08:00 - 16:00,"16-30, Banglore, Music","85%, Positive"
Concert,2751,1,19:00 - 22:00,"30-50, Delhi, Education","90%, Very Positive"
Seminar,5994,3,10:00 - 18:00,"18-25, Indore, Tech","95%, Positive"
Trade Show,3903,2,08:00 - 16:00,"18-35, Maharashtra, Arts","95%, Positive"
Workshop,910,4,14:00 - 20:00,"18-25, Indore, Tech","90%, Very Positive"
Concert,6603,2,12:00 - 22:00,"18-35, Maharashtra, Arts","75%, Neutral"
Conference,425,1,10:00 - 18:00,"20-45, Mumbai, Sports","75%, Neutral"
Concert,1958,4,14:00 - 20:00,"30-50, Delhi, Education","75%, Neutral"
Conference,7541,1,09:00 - 17:00,"25-40, Bhopal, Business","75%, Neutral"
